"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0031346","positive regulation of cell projection organization","39/1157","353/18723",0.000315966606439397,0.0138691358387504,0.0122952516857504,"ITPKA/ALKAL2/NDNF/RAPGEF2/GDI1/ADCYAP1/ANKRD27/WNT3A/HDAC4/FLNA/ROBO1/AUTS2/PLXNA4/BHLHB9/RET/CRTC1/VIL1/BMP7/PLXND1/PTK2B/CDH4/EHD1/CUX1/RGMA/PLK5/PLXNA2/IQGAP1/HGF/AGRN/ARAP1/CUX2/SLITRK1/SEPTIN9/ITGA6/SRC/ZMYND8/RAPGEF1/L1CAM/PIK3R1",39
"BP","GO:0048738","cardiac muscle tissue development","29/1157","236/18723",0.000319215272887525,0.0138987359541915,0.0123214927488928,"PROX1/WT1/TENM4/EFNB2/JPH2/G6PD/RYR2/WNT3A/VGLL4/TAFAZZIN/SIK1/FGFR2/MEIS1/MSX2/TBX20/MYO18B/CTDP1/BMP7/PLEC/PPARA/HNRNPU/POU4F1/MEF2A/FZD7/RUNX1/ADAMTS9/HEY2/CITED2/SLC8A1",29
"BP","GO:0032835","glomerulus development","12/1157","62/18723",0.000355928149794989,0.0153241086481708,0.0135851126472217,"NID1/WT1/KIRREL3/JAG1/BASP1/SULF1/RET/SULF2/BMP7/PAX2/OSR1/IQGAP1",12
"BP","GO:0021510","spinal cord development","16/1157","99/18723",0.000357628762672628,0.0153241086481708,0.0135851126472217,"PROX1/LHX5/GATA2/LHX3/WNT3A/MDGA1/TBX20/DMRT3/GSX2/LMO4/DAB1/SOX1/FOXB1/HOXB8/SOX11/MDGA2",16
"BP","GO:1901888","regulation of cell junction assembly","26/1157","204/18723",0.000361904951512018,0.015385234907192,0.0136393022339424,"CBLN1/ASIC2/LRFN3/RAPGEF2/SLITRK2/WNT3A/ADGRB1/LRRN1/MDGA1/BHLHB9/IKBKB/NECTIN1/NPHP4/ITGB1BP1/IQGAP1/PHLDB2/AGRN/CUX2/SLITRK1/MMP14/LRFN5/SIX1/FMN1/PRKACA/SRC/RAPGEF1",26
"BP","GO:0003184","pulmonary valve morphogenesis","6/1157","17/18723",0.000376597398786011,0.0156733122869952,0.013894688289053,"SMAD6/JAG1/ROBO1/TBX20/NFATC1/HEY2",6
"BP","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","6/1157","17/18723",0.000376597398786011,0.0156733122869952,0.013894688289053,"DLGAP3/DLGAP2/BEGAIN/CACNG5/DLGAP4/SRC",6
"BP","GO:0007411","axon guidance","28/1157","227/18723",0.000377390368088419,0.0156733122869952,0.013894688289053,"EFNA3/EFNB2/OTX2/NFIB/LHX3/WNT3A/ROBO1/PLXNA4/NRP2/RET/LAMA1/BMP7/PLXND1/EPHB4/LHX2/NECTIN1/CDH4/NRXN3/PLXNA2/UNC5D/EPHA10/NEO1/EFNA2/SEMA6B/SEMA6A/UNC5A/HOXA2/L1CAM",28
"BP","GO:0046849","bone remodeling","15/1157","90/18723",0.00038506616159945,0.0158016856889427,0.0140084937420423,"TPP1/LTBP3/HTR1B/LRP5L/LRRK1/SYK/ADAM8/TNFSF11/PRKCA/LRP5/PTK2B/TNFAIP3/EFNA2/SRC/EGFR",15
"BP","GO:0048736","appendage development","23/1157","172/18723",0.000389261751552023,0.0158016856889427,0.0140084937420423,"ZNF219/NR2F2/PITX2/PCSK5/AFF3/FGFR2/EN1/FBN2/TFAP2B/OSR2/MYCN/BMP7/LRP5/IFT80/SMOC1/PLXNA2/OSR1/CYP26B1/SKI/FMN1/SALL1/SOX11/ITGA6",23
"BP","GO:0060173","limb development","23/1157","172/18723",0.000389261751552023,0.0158016856889427,0.0140084937420423,"ZNF219/NR2F2/PITX2/PCSK5/AFF3/FGFR2/EN1/FBN2/TFAP2B/OSR2/MYCN/BMP7/LRP5/IFT80/SMOC1/PLXNA2/OSR1/CYP26B1/SKI/FMN1/SALL1/SOX11/ITGA6",23
"BP","GO:0048592","eye morphogenesis","21/1157","151/18723",0.000403036151749673,0.0162387476365409,0.0143959574391654,"PROX1/JAG1/PITX2/SDK1/SOX8/HCN1/SIX3/MEIS1/FAT1/FBN2/TFAP2B/SDK2/BMP7/LRP5/NECTIN1/PAX2/SKI/SOX1/SOX11/NECTIN3/CITED2",21
"BP","GO:0003015","heart process","30/1157","251/18723",0.000409076937712485,0.0162597454468833,0.0144145723958586,"CACNA1H/SLC4A3/CCN2/RYR2/GLRX3/KCNQ1/CORIN/TACR3/HDAC4/KCNH2/FLNA/TAFAZZIN/KCNJ12/CAMK2D/RPS6KA2/EDN2/ATP2B4/ATP2B3/DSC2/ABCC9/MEF2A/ATP2A1/ATP2A3/MAP2K3/PRKACA/DMPK/SLC8A2/SRC/HEY2/SLC8A1",30
"BP","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","10/1157","46/18723",0.000412592170072794,0.0162597454468833,0.0144145723958586,"HMCN1/TENM4/ITGAL/CBLN1/CDH2/NECTIN1/CDH4/UMOD/NECTIN3/FAT4",10
"BP","GO:0010830","regulation of myotube differentiation","10/1157","46/18723",0.000412592170072794,0.0162597454468833,0.0144145723958586,"HDAC4/SIK1/TBX1/PLPP7/LMOD3/ATP11A/CYP26B1/MMP14/DMPK/HDAC9",10
"BP","GO:0008016","regulation of heart contraction","26/1157","206/18723",0.00042145515133345,0.0164886692902123,0.0146175177201617,"CACNA1H/SLC4A3/CCN2/RYR2/GLRX3/KCNQ1/CORIN/TACR3/HDAC4/KCNH2/FLNA/KCNJ12/CAMK2D/EDN2/ATP2B4/ATP2B3/DSC2/ABCC9/MEF2A/ATP2A1/ATP2A3/PRKACA/DMPK/SLC8A2/HEY2/SLC8A1",26
"BP","GO:0021915","neural tube development","21/1157","152/18723",0.000441005888623824,0.0171294301631656,0.0151855643738927,"PROX1/TRIM71/SPINT1/WNT3A/GSC/EN1/TSC2/BMP7/LHX2/PAX2/LMO4/RGMA/PLXNA2/ZFP36L1/SKI/FOXB1/PRKACA/SOX11/CITED2/ATP6AP2/GPR161",21
"BP","GO:0001838","embryonic epithelial tube formation","18/1157","121/18723",0.000450318808444375,0.0173504259310928,0.0153814813091467,"TRIM71/SPINT1/SOX8/WNT9B/RET/TSC2/BMP7/LHX2/PAX2/IRX2/LMO4/RGMA/OSR1/SKI/SIX1/PRKACA/SOX11/CITED2",18
"BP","GO:0060047","heart contraction","29/1157","241/18723",0.000453122810943523,0.0173504259310928,0.0153814813091467,"CACNA1H/SLC4A3/CCN2/RYR2/GLRX3/KCNQ1/CORIN/TACR3/HDAC4/KCNH2/FLNA/TAFAZZIN/KCNJ12/CAMK2D/RPS6KA2/EDN2/ATP2B4/ATP2B3/DSC2/ABCC9/MEF2A/ATP2A1/ATP2A3/MAP2K3/PRKACA/DMPK/SLC8A2/HEY2/SLC8A1",29
"BP","GO:0019932","second-messenger-mediated signaling","35/1157","312/18723",0.000473532219156515,0.0180042285297607,0.0159610896998123,"INPP5A/NFATC4/ACKR3/NDNF/RAPGEF2/NR5A1/HPCA/RYR2/MCTP2/GRIN2C/ADCYAP1/HDAC4/SYK/ADGRB2/PDE11A/GSK3B/CAMK2D/TNFSF11/NFATC1/EDN2/GRIN2A/PTK2B/ATP2B4/DYRK2/MAFA/CD22/CAMTA1/PRKACA/DMPK/SLC8A2/POMC/CXCR2/CCR4/EGFR/SLC8A1",35
"BP","GO:0070997","neuron death","39/1157","361/18723",0.000493750524315774,0.0185883018361634,0.0164788817517932,"NES/INPP5A/TIGAR/EFNB2/NFATC4/LGMN/NDNF/NQO2/G6PD/C1QA/WNT3A/HDAC4/TP53BP2/ADAM8/EN2/EN1/GSK3B/TFAP2B/BHLHB9/MAX/WFS1/NTF3/PTK2B/BNIP3/EGLN3/PPARA/DPYSL4/MAP3K5/MECP2/CSF1/CASP7/POU4F1/SIX1/FOXB1/MEAK7/CHMP4B/GRM4/SRPK2/AIFM1",39
"BP","GO:0071248","cellular response to metal ion","25/1157","197/18723",0.000496482717170078,0.0185883018361634,0.0164788817517932,"TIGAR/NFATC4/LGMN/CACNA1H/MAP1LC3A/ADGRV1/HPCA/CAPN3/SYT6/CAMK2D/BNIP3/RYR1/SYT13/ALOX15/HESX1/IQGAP1/CPNE8/MEF2A/DPEP1/ADD1/SLC12A2/EGFR/BRAF/CYP11B1/CPNE7",25
"BP","GO:0048771","tissue remodeling","23/1157","175/18723",0.000499222775744339,0.0185883018361634,0.0164788817517932,"TPP1/LTBP3/MIR34B/JAG1/HTR1B/RSPO3/LRP5L/LRRK1/SYK/FLNA/ADAM8/TNFSF11/CSPG4/PRKCA/LRP5/PTK2B/TNFAIP3/BGN/MMP14/EFNA2/SRC/RUNX1/EGFR",23
"BP","GO:0072079","nephron tubule formation","6/1157","18/18723",0.000535505374013412,0.0198026953034138,0.0175554645684137,"SOX8/WNT9B/PAX2/IRX2/OSR1/SIX1",6
"BP","GO:0001667","ameboidal-type cell migration","48/1157","475/18723",0.000549719128381878,0.0201900243138351,0.0178988390744891,"PROX1/EFNB2/LGMN/NR2F2/CYGB/RIN2/AMOTL2/PITX2/SPARC/KLF4/SOX8/GATA2/HDAC6/CDH2/ADGRB1/ROBO1/ALX1/CTSH/MIR196A1/NRP2/FGF18/RET/TBX1/SCARB1/PRKCA/VIL1/BMP7/PLXND1/EPHB4/LRP5/FGFR1/PTK2B/ATP2B4/PLEC/ITGB1BP1/ETS1/KITLG/MECP2/PLEKHG5/MAP2K3/SEMA6B/SRC/IQSEC1/ADAMTS9/SEMA6A/GNA12/HDAC9/SLC8A1",48
"BP","GO:0050773","regulation of dendrite development","16/1157","103/18723",0.000563431860677992,0.0205538419986519,0.0182213703449703,"NFATC4/ITPKA/SEZ6/RAPGEF2/SDC2/ANKRD27/GSK3B/TNIK/BHLHB9/CRTC1/BMP7/CUX1/PQBP1/KNDC1/IQGAP1/CUX2",16
"BP","GO:0051147","regulation of muscle cell differentiation","21/1157","155/18723",0.000574218203921387,0.0205663085270853,0.0182324221586175,"PROX1/EFNB2/G6PD/WNT3A/HDAC4/SIK1/FGFR2/NFATC1/TBX1/CTDP1/PPARA/PLPP7/LMOD3/ATP11A/CYP26B1/MECP2/MMP14/DMPK/FZD7/HEY2/HDAC9",21
"BP","GO:0003338","metanephros morphogenesis","8/1157","32/18723",0.000575201442413389,0.0205663085270853,0.0182324221586175,"WT1/BASP1/SOX8/WNT9B/KIF26B/PAX2/FMN1/SALL1",8
"BP","GO:0033687","osteoblast proliferation","8/1157","32/18723",0.000575201442413389,0.0205663085270853,0.0182324221586175,"SOX8/FGFR2/MIR138-1/OSR2/FIGNL1/LRP5/IFT80/MN1",8
"BP","GO:0072207","metanephric epithelium development","7/1157","25/18723",0.00060613772074615,0.0215298523309767,0.0190866219960716,"WT1/POU3F3/SOX8/WNT9B/PAX2/OSR1/CXCR2",7
"BP","GO:0061326","renal tubule development","15/1157","94/18723",0.000620414407854941,0.0218929241046329,0.0194084920021769,"WT1/POU3F3/JAG1/COL4A1/SOX8/WNT9B/KIF26B/TFAP2B/PAX2/IRX2/OSR1/AQP11/SIX1/FMN1/SALL1",15
"BP","GO:0035051","cardiocyte differentiation","21/1157","156/18723",0.000625776480229365,0.0219387481607685,0.0194491158961239,"PROX1/WT1/TENM4/EFNB2/JAG1/PITX2/G6PD/WNT3A/SIK1/MYO18B/CTDP1/BMP7/PLEC/PPARA/HNRNPU/MEF2A/FZD7/HEY2/CITED2/EGFR/SLC8A1",21
"BP","GO:0061005","cell differentiation involved in kidney development","11/1157","57/18723",0.000636953816897794,0.0221865397253625,0.0196687878127964,"WT1/GLIS2/POU3F3/JAG1/BASP1/WNT9B/AMER1/PAX2/OSR1/IQGAP1/SALL1",11
"BP","GO:1901214","regulation of neuron death","35/1157","319/18723",0.000709935101320231,0.0245701257181277,0.0217818819548117,"NES/INPP5A/TIGAR/EFNB2/NFATC4/LGMN/NDNF/NQO2/G6PD/C1QA/WNT3A/HDAC4/TP53BP2/ADAM8/EN2/EN1/GSK3B/TFAP2B/BHLHB9/WFS1/NTF3/PTK2B/EGLN3/PPARA/MAP3K5/MECP2/CSF1/POU4F1/SIX1/FOXB1/MEAK7/CHMP4B/GRM4/SRPK2/AIFM1",35
"BP","GO:0016331","morphogenesis of embryonic epithelium","20/1157","147/18723",0.000727712741622912,0.024701124270486,0.0218980146533763,"TRIM71/SPINT1/SOX8/WNT9B/SULF1/FGFR2/RET/TSC2/BMP7/LHX2/PAX2/IRX2/LMO4/RGMA/OSR1/SKI/SIX1/PRKACA/SOX11/CITED2",20
"BP","GO:0060612","adipose tissue development","9/1157","41/18723",0.000739029674836847,0.024701124270486,0.0218980146533763,"SLC25A25/SOX8/LRP5L/AMER1/EBF2/SH3PXD2B/UMODL1/LRP5/CSF1",9
"BP","GO:0045780","positive regulation of bone resorption","6/1157","19/18723",0.000741992618265474,0.024701124270486,0.0218980146533763,"LTBP3/SYK/ADAM8/TNFSF11/PRKCA/EGFR",6
"BP","GO:0072077","renal vesicle morphogenesis","6/1157","19/18723",0.000741992618265474,0.024701124270486,0.0218980146533763,"SOX8/WNT9B/KIF26B/PAX2/FMN1/SALL1",6
"BP","GO:0035904","aorta development","11/1157","58/18723",0.000742819284754898,0.024701124270486,0.0218980146533763,"PROX1/SMAD6/JAG1/ROBO1/TFAP2B/TBX1/NDST1/PLXND1/SIX1/ADAMTS9/HEY2",11
"BP","GO:0048814","regulation of dendrite morphogenesis","12/1157","67/18723",0.000743305839990257,0.024701124270486,0.0218980146533763,"NFATC4/ITPKA/RAPGEF2/SDC2/ANKRD27/GSK3B/TNIK/BHLHB9/CUX1/PQBP1/KNDC1/CUX2",12
"BP","GO:0031214","biomineral tissue development","22/1157","169/18723",0.000745746111518654,0.024701124270486,0.0218980146533763,"LTBP3/KL/ADGRV1/FAM20C/GAS6/ZBTB40/FGFR2/FBN2/OSR2/TBX1/BMP7/NECTIN1/IFT80/PTK2B/NOTUM/PPARA/ALOX15/ITGB1BP1/OSR1/ASGR2/HEY2/SLC8A1",22
"BP","GO:0021514","ventral spinal cord interneuron differentiation","5/1157","13/18723",0.0007567043793449,0.0249112618541653,0.0220843056025755,"GATA2/LHX3/DMRT3/LMO4/SOX1",5
"BP","GO:0060541","respiratory system development","25/1157","203/18723",0.000774997484627981,0.0251548204204823,0.022300224886077,"PROX1/WT1/LTBP3/BASP1/SPARC/CCN2/NFIB/SIM2/LHX3/FGFR2/CTSH/FGF18/LAMA1/MYCN/EDN2/SPDEF/ZIC3/HESX1/PDGFA/SKI/MMP14/SIX1/SOX11/HHIP/EGFR",25
"BP","GO:0002062","chondrocyte differentiation","16/1157","106/18723",0.000777802621866825,0.0251548204204823,0.022300224886077,"LTBP3/ZNF219/CCN2/NFIB/COL27A1/SULF1/CHSY1/FGF18/OSR2/RUNX3/SULF2/IFT80/OSR1/MAF/RUNX1/TGFBI",16
"BP","GO:0001823","mesonephros development","15/1157","96/18723",0.000778080201930088,0.0251548204204823,0.022300224886077,"WT1/SMAD6/BASP1/SOX8/WNT9B/KIF26B/FGFR2/OSR2/RET/BMP7/PAX2/OSR1/SIX1/FMN1/SALL1",15
"BP","GO:0072273","metanephric nephron morphogenesis","7/1157","26/18723",0.000785607286056638,0.0252469865322606,0.022381931890348,"WT1/SOX8/WNT9B/KIF26B/PAX2/FMN1/SALL1",7
"BP","GO:0008361","regulation of cell size","23/1157","181/18723",0.000802750256391911,0.0256452581908871,0.0227350072613766,"BARHL2/SLC12A6/MSN/GDI1/WNT3A/PLXNA4/MAP2/GSK3B/SLC26A5/RET/NKX6-1/SLC12A7/RPTOR/CDH4/RGMA/VAV2/KCNMA1/AQP11/SEMA6B/VAV1/SEMA6A/SLC12A2/L1CAM",23
"BP","GO:2000177","regulation of neural precursor cell proliferation","14/1157","87/18723",0.000854479879515614,0.0271372757029694,0.0240577090536068,"NES/PROX1/TRIM71/LHX5/SPINT1/ADCYAP1/GATA2/WNT3A/CDH2/FLNA/DMRTA2/SIX3/TAFA1/LHX2",14
"BP","GO:0110148","biomineralization","22/1157","171/18723",0.000874258796160683,0.0276030598857984,0.0244706355564335,"LTBP3/KL/ADGRV1/FAM20C/GAS6/ZBTB40/FGFR2/FBN2/OSR2/TBX1/BMP7/NECTIN1/IFT80/PTK2B/NOTUM/PPARA/ALOX15/ITGB1BP1/OSR1/ASGR2/HEY2/SLC8A1",22
"BP","GO:0035019","somatic stem cell population maintenance","9/1157","42/18723",0.000889703399398603,0.0279273758915875,0.0247581478400578,"WNT9B/GATA2/ZFP36L2/BMP7/LRP5/PAX2/SOX2/SKI/BCL9",9
"BP","GO:0001649","osteoblast differentiation","27/1157","229/18723",0.000956586919402765,0.029853253051188,0.0264654744297193,"SMAD6/JAG1/SOX8/LRP5L/WNT3A/HDAC4/COL6A1/FGFR2/MIR138-1/FBN2/MSX2/FIGNL1/BMP7/LRP5/IFT80/SMOC1/SOX2/FASN/CYP24A1/HGF/SKI/HNRNPU/SP7/WWOX/PRKACA/SOX11/HOXA2",27
"BP","GO:0009100","glycoprotein metabolic process","40/1157","387/18723",0.00100217853633386,0.0308674044153871,0.0273645388281972,"GALNT18/ALG10/ALG10B/B4GALNT2/NDNF/FUT2/HS6ST1/GPC1/LARGE1/MIR106A/HS6ST3/SULF1/MAGT1/ST3GAL4/CHSY1/GALNT7/NDST1/GALNT10/ST8SIA2/ST8SIA6/SULF2/ADAMTS13/B3GAT1/ST6GALNAC3/PCSK6/POFUT2/TCF7L2/BGN/MGAT5B/AQP11/B3GLCT/NEU2/GALNTL6/ASGR2/GALNT9/GALNT1/CHST8/ADAMTS9/CHST7/CANT1",40
"BP","GO:0060231","mesenchymal to epithelial transition","6/1157","20/18723",0.00100498044886234,0.0308674044153871,0.0273645388281972,"WT1/BASP1/WNT9B/PAX2/SALL1/FZD7",6
"BP","GO:0030198","extracellular matrix organization","33/1157","301/18723",0.00100623507633045,0.0308674044153871,0.0273645388281972,"NID1/WT1/LTBP3/NDNF/CCN2/COL27A1/COL4A1/SPINT1/WNT3A/BCL3/SULF1/COL22A1/ADAM8/GAS6/ADAMTS3/COL12A1/SH3PXD2B/SULF2/ADAMTS13/SMOC1/HPSE2/ETS1/PHLDB2/ADAMTS20/MMP14/ADAMTS17/PXDN/RUNX1/ADAMTS9/TGFBI/COL9A1/MMP17/COL6A5",33
"BP","GO:0030902","hindbrain development","20/1157","151/18723",0.00102324191536156,0.0312117689324127,0.0276698244968718,"PROX1/CBLN1/SEZ6/HOXB3/NFIB/LHX5/GATA2/FLNA/EN2/EN1/BMP7/GSX2/SPTBN2/PLXNA2/PSMG1/KNDC1/MECP2/DAB1/POU4F1/HOXA2",20
"BP","GO:0072009","nephron epithelium development","16/1157","109/18723",0.00105799915393832,0.0317075363000621,0.0281093316611034,"WT1/POU3F3/JAG1/BASP1/SOX8/WNT9B/KIF26B/TFAP2B/PAX2/IRX2/OSR1/AQP11/IQGAP1/SIX1/FMN1/SALL1",16
"BP","GO:0043393","regulation of protein binding","24/1157","196/18723",0.0010592718419334,0.0317075363000621,0.0281093316611034,"NES/NFATC4/AKTIP/RAPGEF2/WNT3A/HDAC4/DNAJB2/MAP2/GSK3B/TNFSF11/PLCL2/PLXND1/PPARA/RGMA/TCF7L2/ITGB1BP1/GNL3L/MAPRE3/STING1/ATP2A3/PRKACA/SRC/ADD1/BAG2",24
"BP","GO:0001709","cell fate determination","9/1157","43/18723",0.00106439177628851,0.0317075363000621,0.0281093316611034,"BARHL2/PROX1/JAG1/KLF4/GATA2/EBF2/PAX2/CYP26B1/HOXA2",9
"BP","GO:0043062","extracellular structure organization","33/1157","302/18723",0.00106454105518909,0.0317075363000621,0.0281093316611034,"NID1/WT1/LTBP3/NDNF/CCN2/COL27A1/COL4A1/SPINT1/WNT3A/BCL3/SULF1/COL22A1/ADAM8/GAS6/ADAMTS3/COL12A1/SH3PXD2B/SULF2/ADAMTS13/SMOC1/HPSE2/ETS1/PHLDB2/ADAMTS20/MMP14/ADAMTS17/PXDN/RUNX1/ADAMTS9/TGFBI/COL9A1/MMP17/COL6A5",33
"BP","GO:0030534","adult behavior","18/1157","130/18723",0.00106885934554757,0.0317075363000621,0.0281093316611034,"INPP5F/SEZ6/SDK1/DMBX1/PCDH17/EN1/DMRT3/NTSR1/SPTBN2/FOXA2/PPARA/NRXN3/UCHL1/MECP2/DAB1/SLITRK1/HOXB8/SHANK2",18
"BP","GO:0007369","gastrulation","23/1157","185/18723",0.0010844472694079,0.0319941574182145,0.0283634267126702,"TENM4/OTX2/KLF4/LRP5L/WNT3A/COL6A1/FGFR2/GSC/COL12A1/TBX20/SOX7/BMP7/LRP5/PAX2/FOXA2/POFUT2/SOX2/OSR1/PHLDB2/ZBTB17/MMP14/PRKACA/FZD7",23
"BP","GO:0018105","peptidyl-serine phosphorylation","34/1157","315/18723",0.00111571544125868,0.0327377590617154,0.0290226436579132,"INPP5F/SBK1/RPS6KA3/HDAC6/WNT3A/SYK/GAS6/HSP90AA1/CSNK2A1/OSM/GSK3B/CAMK2D/RET/DCLK3/RPS6KA2/BRSK2/PLCL2/IKBKB/NTF3/PRKCA/RPTOR/IL11/ATP2B4/DYRK2/NSD1/PNCK/HGF/PRKACA/DMPK/SRC/DYRK1A/EGFR/SRPK2/BRAF",34
"BP","GO:0045229","external encapsulating structure organization","33/1157","304/18723",0.00119006802020408,0.0346874528230563,0.0307510841162471,"NID1/WT1/LTBP3/NDNF/CCN2/COL27A1/COL4A1/SPINT1/WNT3A/BCL3/SULF1/COL22A1/ADAM8/GAS6/ADAMTS3/COL12A1/SH3PXD2B/SULF2/ADAMTS13/SMOC1/HPSE2/ETS1/PHLDB2/ADAMTS20/MMP14/ADAMTS17/PXDN/RUNX1/ADAMTS9/TGFBI/COL9A1/MMP17/COL6A5",33
"BP","GO:1903522","regulation of blood circulation","29/1157","256/18723",0.00119501134007936,0.0346874528230563,0.0307510841162471,"CACNA1H/ASIC2/SLC4A3/CCN2/RYR2/GLRX3/KCNQ1/ADRA2C/CORIN/TACR3/HDAC4/KCNH2/FLNA/KCNJ12/CAMK2D/EDN2/ATP2B4/ATP2B3/DSC2/ABCC9/MEF2A/ATP2A1/ATP2A3/PRKACA/DMPK/SLC8A2/HEY2/EGFR/SLC8A1",29
"BP","GO:0033674","positive regulation of kinase activity","46/1157","467/18723",0.00120919371183456,0.0349114270063893,0.0309496414731875,"PROX1/DGKZ/TIGAR/ALKAL2/EEF1A2/RAPGEF2/ADCYAP1/COPS8/ADRA2C/WNT3A/SYK/ADAM8/GAS6/HSP90AA1/ROBO1/FGFR2/FGF18/RET/TNFSF11/PRKAG2/NTF3/RPTOR/NEDD9/EPHB4/FGFR1/PTK2B/ATP2B4/LMO4/NAB2/VAV2/PIK3R5/ITGB1BP1/KITLG/IQGAP1/MAPRE3/MAP3K5/PDGFA/EPHA10/DAB1/CSF1/TELO2/MAP2K3/SLC8A2/LILRA5/SRC/EGFR",46
"BP","GO:0002066","columnar/cuboidal epithelial cell development","9/1157","44/18723",0.00126581939148621,0.0360531358319144,0.031961787977835,"TIGAR/CDH2/GSK3B/KLF5/NKX6-1/RFX3/FASN/SPDEF/SRC",9
"BP","GO:0003156","regulation of animal organ formation","7/1157","28/18723",0.00126877121838558,0.0360531358319144,0.031961787977835,"WT1/WNT3A/SULF1/ROBO1/BMP7/SIX1/CITED2",7
"BP","GO:0010464","regulation of mesenchymal cell proliferation","7/1157","28/18723",0.00126877121838558,0.0360531358319144,0.031961787977835,"NFIB/FGFR2/MYCN/TBX1/LRP5/PDGFA/SIX1",7
"BP","GO:0051963","regulation of synapse assembly","15/1157","101/18723",0.00132698615550662,0.0369479869222579,0.0327550904232765,"CBLN1/ASIC2/LRFN3/SLITRK2/WNT3A/ADGRB1/LRRN1/MDGA1/BHLHB9/NECTIN1/AGRN/CUX2/SLITRK1/LRFN5/SIX1",15
"BP","GO:0003177","pulmonary valve development","6/1157","21/18723",0.00133405153568521,0.0369479869222579,0.0327550904232765,"SMAD6/JAG1/ROBO1/TBX20/NFATC1/HEY2",6
"BP","GO:0060445","branching involved in salivary gland morphogenesis","6/1157","21/18723",0.00133405153568521,0.0369479869222579,0.0327550904232765,"FGFR2/LAMA1/BMP7/PLXND1/HGF/PDGFA",6
"BP","GO:0072170","metanephric tubule development","6/1157","21/18723",0.00133405153568521,0.0369479869222579,0.0327550904232765,"POU3F3/SOX8/WNT9B/PAX2/OSR1/CXCR2",6
"BP","GO:0001657","ureteric bud development","14/1157","91/18723",0.00134169531678488,0.0369479869222579,0.0327550904232765,"WT1/SMAD6/BASP1/SOX8/WNT9B/KIF26B/FGFR2/RET/BMP7/PAX2/OSR1/SIX1/FMN1/SALL1",14
"BP","GO:0072080","nephron tubule development","14/1157","91/18723",0.00134169531678488,0.0369479869222579,0.0327550904232765,"WT1/POU3F3/JAG1/SOX8/WNT9B/KIF26B/TFAP2B/PAX2/IRX2/OSR1/AQP11/SIX1/FMN1/SALL1",14
"BP","GO:0048839","inner ear development","23/1157","188/18723",0.00134816696123075,0.0369479869222579,0.0327550904232765,"PROX1/JAG1/LRIG1/ADGRV1/SPARC/HPCA/KCNQ1/GATA2/LHX3/WNT3A/CDH23/FGFR2/SLC26A5/MYCN/TBX1/PAX2/SOX2/ZIC1/HESX1/SIX1/MAF/HEY2/INSIG2",23
"BP","GO:2000116","regulation of cysteine-type endopeptidase activity","27/1157","235/18723",0.0014080205098327,0.0383575648854289,0.0340047079934968,"LGMN/CCN2/KLF4/RPS6KA3/WNT3A/SYK/GAS6/CSNK2A1/ROBO1/CTSH/CST7/SOX7/CARD9/PLAUR/SERPINB9/VIL1/GRIN2A/PAX2/EGLN3/SOX2/MAP3K5/HGF/DPEP1/ATP2A3/SRC/GRAMD4/AIFM1",27
"BP","GO:0031644","regulation of nervous system process","19/1157","144/18723",0.00141380911505841,0.0383575648854289,0.0340047079934968,"DLGAP3/TENM4/CBLN1/DLGAP2/BEGAIN/ADRA2C/DICER1/CST7/NTSR1/PTK2B/HGF/TMEM25/CUX2/CACNG5/CELF4/SLC8A2/DLGAP4/SRC/ZMYND8",19
"BP","GO:0072163","mesonephric epithelium development","14/1157","92/18723",0.00149441943460839,0.0401411469027398,0.0355858872435944,"WT1/SMAD6/BASP1/SOX8/WNT9B/KIF26B/FGFR2/RET/BMP7/PAX2/OSR1/SIX1/FMN1/SALL1",14
"BP","GO:0072164","mesonephric tubule development","14/1157","92/18723",0.00149441943460839,0.0401411469027398,0.0355858872435944,"WT1/SMAD6/BASP1/SOX8/WNT9B/KIF26B/FGFR2/RET/BMP7/PAX2/OSR1/SIX1/FMN1/SALL1",14
"BP","GO:0051962","positive regulation of nervous system development","30/1157","272/18723",0.00151723275655401,0.0405521764981936,0.0359502727673324,"TENM4/ITPKA/CBLN1/ASIC2/SLITRK2/GDI1/SPINT1/SOX8/ANKRD27/WNT3A/DICER1/ADGRB1/ROBO1/PLXNA4/DMRTA2/LRRN1/BHLHB9/NKX6-1/PLXND1/GSX2/CDH4/CUX1/PLXNA2/AGRN/CUX2/SLITRK1/SOX11/EGFR/PLAG1/L1CAM",30
"BP","GO:0051961","negative regulation of nervous system development","19/1157","145/18723",0.0015350364347906,0.0406257927031102,0.0360155349277238,"NFATC4/CBLN1/DLX2/RAPGEF2/GDI1/ADCYAP1/WNT3A/DICER1/MAP2/MYCN/NKX6-1/BMP7/LHX2/RGMA/SKI/DAB1/SEMA6B/SOX11/SEMA6A",19
